"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Frost Queen's Claim","Sightstone","Boots of Mobility","Ardent Censer","Amplifying Tome","Amplifying Tome","Sweeping Lens (Trinket)"
"Boots of Swiftness","Sightstone","Frost Queen's Claim","Locket of the Iron Solari","Zeke's Harbinger","void","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Sightstone","Enchantment: Captain","Morellonomicon","Needlessly Large Rod","Vision Ward","Sweeping Lens (Trinket)"
"Frost Queen's Claim","void","Doran's Ring","Ionian Boots of Lucidity","Doran's Ring","Rod of Ages","Warding Totem (Trinket)"
"Frost Queen's Claim","void","Rabadon's Deathcap","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Doran's Ring","deletedItem","Rabadon's Deathcap","Morellonomicon","Total Biscuit of Rejuvenation","Needlessly Large Rod","Warding Totem (Trinket)"
"Mikael's Crucible","Sightstone","Frost Queen's Claim","Giant's Belt","Zeke's Harbinger","Enchantment: Distortion","Oracle Alteration"
"Doran's Ring","Morellonomicon","Rod of Ages","Ionian Boots of Lucidity","Aether Wisp","Sapphire Crystal","Farsight Alteration"
"Doran's Ring","Rod of Ages","void","Doran's Ring","Ionian Boots of Lucidity","void","Farsight Alteration"
"Rabadon's Deathcap","Luden's Echo","Rod of Ages","Ionian Boots of Lucidity","Morellonomicon","void","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Needlessly Large Rod","Ionian Boots of Lucidity","Amplifying Tome","Doran's Ring","Warding Totem (Trinket)"
"Needlessly Large Rod","Athene's Unholy Grail","Luden's Echo","Doran's Ring","Sorcerer's Shoes","Rabadon's Deathcap","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Abyssal Scepter","Doran's Ring","Athene's Unholy Grail","void","Farsight Alteration"
"Doran's Ring","Doran's Ring","Athene's Unholy Grail","Amplifying Tome","Boots of Speed","void","Warding Totem (Trinket)"
"Doran's Ring","Doran's Ring","Morellonomicon","Ionian Boots of Lucidity","Needlessly Large Rod","Blasting Wand","Farsight Alteration"
"Zeke's Harbinger","Frost Queen's Claim","Ardent Censer","Ionian Boots of Lucidity","Doran's Ring","Rod of Ages","Farsight Alteration"
"Amplifying Tome","Sightstone","Frost Queen's Claim","Fiendish Codex","Forbidden Idol","Ionian Boots of Lucidity","Oracle Alteration"
"Ionian Boots of Lucidity","Morellonomicon","Rabadon's Deathcap","Blasting Wand","Amplifying Tome","Total Biscuit of Rejuvenation","Farsight Alteration"
"Frost Queen's Claim","Mikael's Crucible","Ionian Boots of Lucidity","Ruby Sightstone","Locket of the Iron Solari","Vision Ward","Oracle Alteration"
"Rabadon's Deathcap","Frost Queen's Claim","void","Void Staff","Mejai's Soulstealer","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Doran's Ring","Rabadon's Deathcap","Vision Ward","Doran's Ring","Sorcerer's Shoes","Morellonomicon","Warding Totem (Trinket)"
"Doran's Ring","Luden's Echo","Rod of Ages","Ionian Boots of Lucidity","Abyssal Scepter","Sheen","Farsight Alteration"
"Zhonya's Hourglass","Doran's Ring","Doran's Ring","Blasting Wand","deletedItem","Morellonomicon","Warding Totem (Trinket)"
"Zhonya's Hourglass","Morellonomicon","Sorcerer's Shoes","Rabadon's Deathcap","void","void","Warding Totem (Trinket)"
"Sightstone","Locket of the Iron Solari","Frost Queen's Claim","Zeke's Harbinger","Forbidden Idol","Boots of Swiftness","Oracle Alteration"
"Mercury's Treads","Sightstone","Frost Queen's Claim","Null-Magic Mantle","Randuin's Omen","void","Oracle Alteration"
"Frost Queen's Claim","Luden's Echo","Rylai's Crystal Scepter","Ionian Boots of Lucidity","Morellonomicon","Needlessly Large Rod","Farsight Alteration"
"Rabadon's Deathcap","Void Staff","Athene's Unholy Grail","Sorcerer's Shoes","Seeker's Armguard","void","Farsight Alteration"
"Ruby Sightstone","Frost Queen's Claim","Locket of the Iron Solari","Zeke's Harbinger","Enchantment: Alacrity","Rylai's Crystal Scepter","Oracle Alteration"
"Frost Queen's Claim","Rod of Ages","Ionian Boots of Lucidity","Zhonya's Hourglass","Aether Wisp","Sheen","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Doran's Ring","Ruby Crystal","Blasting Wand","Sapphire Crystal","Farsight Alteration"
"Abyssal Scepter","Void Staff","Needlessly Large Rod","Rod of Ages","Doran's Ring","Boots of Swiftness","Farsight Alteration"
"Doran's Blade","void","void","Infinity Edge","Berserker's Greaves","Statikk Shiv","Farsight Alteration"
"Sorcerer's Shoes","Frost Queen's Claim","Zhonya's Hourglass","Doran's Ring","Needlessly Large Rod","Blasting Wand","Warding Totem (Trinket)"
"Lich Bane","Frost Queen's Claim","Ionian Boots of Lucidity","Amplifying Tome","Doran's Ring","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Boots of Swiftness","Blasting Wand","Total Biscuit of Rejuvenation","Amplifying Tome","Farsight Alteration"
"Eye of the Watchers","Ionian Boots of Lucidity","Luden's Echo","Rabadon's Deathcap","void","void","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Luden's Echo","Amplifying Tome","Warding Totem (Trinket)"
"Rod of Ages","Luden's Echo","Needlessly Large Rod","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Farsight Alteration"
"Doran's Ring","Zhonya's Hourglass","Vision Ward","Athene's Unholy Grail","Aether Wisp","Ionian Boots of Lucidity","Farsight Alteration"
"Total Biscuit of Rejuvenation","Eye of the Watchers","Boots of Mobility","Glacial Shroud","void","void","Sweeping Lens (Trinket)"
"Doran's Ring","Ionian Boots of Lucidity","Frost Queen's Claim","Total Biscuit of Rejuvenation","Rabadon's Deathcap","void","Warding Totem (Trinket)"
"Total Biscuit of Rejuvenation","Doran's Ring","Chalice of Harmony","Fiendish Codex","Amplifying Tome","Boots of Speed","Warding Totem (Trinket)"
"Sightstone","Ionian Boots of Lucidity","Frost Queen's Claim","Aegis of the Legion","Ruby Crystal","void","Farsight Alteration"
"Frost Queen's Claim","Luden's Echo","Enchantment: Alacrity","Mejai's Soulstealer","Lich Bane","Needlessly Large Rod","Farsight Alteration"
"Needlessly Large Rod","Athene's Unholy Grail","Blasting Wand","Ionian Boots of Lucidity","Doran's Ring","Lich Bane","Farsight Alteration"
"Rod of Ages","Frost Queen's Claim","Zhonya's Hourglass","Ionian Boots of Lucidity","Luden's Echo","void","Warding Totem (Trinket)"
"Zhonya's Hourglass","Frost Queen's Claim","Rod of Ages","Needlessly Large Rod","Void Staff","Enchantment: Distortion","Farsight Alteration"
"Sorcerer's Shoes","Amplifying Tome","Frostfang","Doran's Ring","Doran's Ring","Morellonomicon","Farsight Alteration"
"Frost Queen's Claim","Needlessly Large Rod","Seeker's Armguard","Rabadon's Deathcap","Doran's Ring","Ionian Boots of Lucidity","Farsight Alteration"
"Frost Queen's Claim","Luden's Echo","Rabadon's Deathcap","Ionian Boots of Lucidity","Blasting Wand","Negatron Cloak","Farsight Alteration"
"Doran's Ring","Total Biscuit of Rejuvenation","Ruby Crystal","Doran's Ring","Blasting Wand","Sapphire Crystal","Warding Totem (Trinket)"
"void","Boots of Speed","Doran's Ring","Rod of Ages","void","Doran's Ring","Warding Totem (Trinket)"
"Frost Queen's Claim","void","void","Lich Bane","Rabadon's Deathcap","Ionian Boots of Lucidity","Farsight Alteration"
"Zhonya's Hourglass","Void Staff","Frost Queen's Claim","Lich Bane","Ionian Boots of Lucidity","Blasting Wand","Farsight Alteration"
"Ionian Boots of Lucidity","Frost Queen's Claim","Rod of Ages","Rabadon's Deathcap","void","Doran's Ring","Warding Totem (Trinket)"
"Frostfang","void","Sightstone","Boots of Mobility","void","void","Sweeping Lens (Trinket)"
"Zhonya's Hourglass","deletedItem","Athene's Unholy Grail","Rabadon's Deathcap","Blasting Wand","void","Warding Totem (Trinket)"
"Doran's Ring","Needlessly Large Rod","Blasting Wand","Abyssal Scepter","Morellonomicon","Enchantment: Distortion","Farsight Alteration"
"Rabadon's Deathcap","Rod of Ages","void","Doran's Ring","Void Staff","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Luden's Echo","Enchantment: Alacrity","Lich Bane","Nashor's Tooth","Rabadon's Deathcap","Void Staff","Warding Totem (Trinket)"
"Zhonya's Hourglass","Frost Queen's Claim","Refillable Potion","Sorcerer's Shoes","Doran's Ring","void","Farsight Alteration"
"Sorcerer's Shoes","Frost Queen's Claim","Morellonomicon","Aether Wisp","void","void","Oracle Alteration"
"Rabadon's Deathcap","void","Rod of Ages","Ionian Boots of Lucidity","Mejai's Soulstealer","void","Farsight Alteration"
"Doran's Ring","Zhonya's Hourglass","Vision Ward","Morellonomicon","Ionian Boots of Lucidity","Doran's Ring","Farsight Alteration"
"Doran's Ring","Morellonomicon","Refillable Potion","Luden's Echo","Ionian Boots of Lucidity","void","Warding Totem (Trinket)"
"Lich Bane","Rod of Ages","Frost Queen's Claim","Ionian Boots of Lucidity","Rabadon's Deathcap","void","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Needlessly Large Rod","Doran's Ring","Enchantment: Alacrity","Needlessly Large Rod","Warding Totem (Trinket)"
"Rod of Ages","Frost Queen's Claim","Guinsoo's Rageblade","Ionian Boots of Lucidity","Nashor's Tooth","Amplifying Tome","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Zeke's Harbinger","Locket of the Iron Solari","Enchantment: Captain","void","Oracle Alteration"
"Lich Bane","Frost Queen's Claim","Rabadon's Deathcap","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Guinsoo's Rageblade","Luden's Echo","Doran's Ring","Berserker's Greaves","Mejai's Soulstealer","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Zhonya's Hourglass","Rabadon's Deathcap","Rod of Ages","Enchantment: Alacrity","Ardent Censer","Farsight Alteration"
"Doran's Ring","Athene's Unholy Grail","Doran's Ring","Boots of Speed","Needlessly Large Rod","Aether Wisp","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Rabadon's Deathcap","Athene's Unholy Grail","Aether Wisp","Ionian Boots of Lucidity","Farsight Alteration"
"Mikael's Crucible","Banner of Command","Eye of the Watchers","Ionian Boots of Lucidity","Ardent Censer","Ohmwrecker","Oracle Alteration"
"Total Biscuit of Rejuvenation","Athene's Unholy Grail","Mejai's Soulstealer","deletedItem","Morellonomicon","Rabadon's Deathcap","Warding Totem (Trinket)"
"Frost Queen's Claim","Total Biscuit of Rejuvenation","void","Amplifying Tome","Needlessly Large Rod","Enchantment: Distortion","Warding Totem (Trinket)"
"Athene's Unholy Grail","Mejai's Soulstealer","Needlessly Large Rod","Seeker's Armguard","void","Boots of Speed","Oracle Alteration"
"Frost Queen's Claim","Locket of the Iron Solari","Mikael's Crucible","Vision Ward","Sightstone","Enchantment: Captain","Oracle Alteration"
"Boots of Speed","Ardent Censer","void","Doran's Ring","Frost Queen's Claim","Doran's Ring","Farsight Alteration"
"Zhonya's Hourglass","Frost Queen's Claim","Rabadon's Deathcap","Mejai's Soulstealer","Enchantment: Alacrity","Morellonomicon","Farsight Alteration"
"Spellthief's Edge","Boots of Mobility","void","void","void","void","Warding Totem (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Zhonya's Hourglass","Ionian Boots of Lucidity","Amplifying Tome","void","Farsight Alteration"
"Spellthief's Edge","Total Biscuit of Rejuvenation","Boots of Speed","Morellonomicon","void","void","Warding Totem (Trinket)"
"Doran's Ring","Frost Queen's Claim","Refillable Potion","Doran's Ring","Needlessly Large Rod","Enchantment: Alacrity","Warding Totem (Trinket)"
"Sightstone","Frost Queen's Claim","Locket of the Iron Solari","Zeke's Harbinger","Boots of Speed","void","Oracle Alteration"
"Doran's Ring","Lich Bane","Luden's Echo","Sorcerer's Shoes","Needlessly Large Rod","Morellonomicon","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Frost Queen's Claim","Zhonya's Hourglass","Morellonomicon","Rylai's Crystal Scepter","void","Warding Totem (Trinket)"
"Eye of the Watchers","Zhonya's Hourglass","deletedItem","Zeke's Harbinger","void","void","Oracle Alteration"
"Doran's Ring","void","void","void","void","void","Warding Totem (Trinket)"
"Doran's Ring","Morellonomicon","Rabadon's Deathcap","Seeker's Armguard","Sorcerer's Shoes","Needlessly Large Rod","Warding Totem (Trinket)"
"Doran's Ring","Needlessly Large Rod","Frost Queen's Claim","Ionian Boots of Lucidity","Blasting Wand","Amplifying Tome","Warding Totem (Trinket)"
"Frost Queen's Claim","Corrupting Potion","Ionian Boots of Lucidity","Rod of Ages","Morellonomicon","Needlessly Large Rod","Warding Totem (Trinket)"
"void","Mejai's Soulstealer","Rabadon's Deathcap","Morellonomicon","Ionian Boots of Lucidity","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Rabadon's Deathcap","Void Staff","Ionian Boots of Lucidity","Rod of Ages","Morellonomicon","Farsight Alteration"
"Doran's Ring","Total Biscuit of Rejuvenation","Morellonomicon","void","void","Boots of Speed","Warding Totem (Trinket)"
"Needlessly Large Rod","Morellonomicon","deletedItem","Rabadon's Deathcap","Doran's Ring","Amplifying Tome","Warding Totem (Trinket)"
"Frost Queen's Claim","Locket of the Iron Solari","Enchantment: Alacrity","Sightstone","Zeke's Harbinger","void","Oracle Alteration"
"Doran's Ring","Lich Bane","Rod of Ages","Negatron Cloak","Enchantment: Alacrity","void","Farsight Alteration"
"Luden's Echo","Doran's Ring","Athene's Unholy Grail","Doran's Ring","deletedItem","void","Warding Totem (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","void","Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Farsight Alteration"
"Doran's Ring","Athene's Unholy Grail","Rabadon's Deathcap","Boots of Speed","void","void","Oracle Alteration"
"Frost Queen's Claim","Zhonya's Hourglass","Lich Bane","Enchantment: Alacrity","Rabadon's Deathcap","Rod of Ages","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Rod of Ages","Doran's Ring","Amplifying Tome","Ionian Boots of Lucidity","Blasting Wand","Warding Totem (Trinket)"
"Rabadon's Deathcap","Lich Bane","Nashor's Tooth","Doran's Ring","Sorcerer's Shoes","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Zhonya's Hourglass","Ionian Boots of Lucidity","Doran's Ring","Doran's Ring","Aether Wisp","Farsight Alteration"
"Frost Queen's Claim","Luden's Echo","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Lich Bane","Farsight Alteration"
"Ionian Boots of Lucidity","Doran's Ring","Luden's Echo","Frost Queen's Claim","Blasting Wand","Rod of Ages","Farsight Alteration"
"Doran's Ring","Rabadon's Deathcap","Doran's Ring","Ionian Boots of Lucidity","void","Morellonomicon","Warding Totem (Trinket)"
"Doran's Ring","Seeker's Armguard","Needlessly Large Rod","Doran's Ring","Athene's Unholy Grail","Enchantment: Alacrity","Farsight Alteration"
"Abyssal Scepter","Rabadon's Deathcap","void","Doran's Ring","Morellonomicon","Enchantment: Alacrity","Farsight Alteration"
"Rabadon's Deathcap","Frost Queen's Claim","Ionian Boots of Lucidity","Rod of Ages","Seeker's Armguard","Needlessly Large Rod","Farsight Alteration"
"Ionian Boots of Lucidity","Total Biscuit of Rejuvenation","Frost Queen's Claim","Rod of Ages","Doran's Ring","void","Warding Totem (Trinket)"
"Rabadon's Deathcap","void","Rod of Ages","Luden's Echo","Ionian Boots of Lucidity","void","Farsight Alteration"
"Amplifying Tome","Morellonomicon","Doran's Ring","Needlessly Large Rod","Lich Bane","deletedItem","Farsight Alteration"
"Rabadon's Deathcap","Aether Wisp","Frost Queen's Claim","Enchantment: Alacrity","Athene's Unholy Grail","Void Staff","Farsight Alteration"
"Zhonya's Hourglass","Frost Queen's Claim","void","Ionian Boots of Lucidity","Doran's Ring","Morellonomicon","Warding Totem (Trinket)"
"Frost Queen's Claim","Doran's Ring","Glacial Shroud","Sightstone","Locket of the Iron Solari","Ionian Boots of Lucidity","Sweeping Lens (Trinket)"
"Boots of Speed","Bilgewater Cutlass","Recurve Bow","Doran's Blade","Doran's Blade","Health Potion","Warding Totem (Trinket)"
"Void Staff","Rylai's Crystal Scepter","Enchantment: Distortion","void","Athene's Unholy Grail","Rabadon's Deathcap","Farsight Alteration"
"Sightstone","Frost Queen's Claim","Locket of the Iron Solari","void","Cloth Armor","Boots of Mobility","Oracle Alteration"
"Doran's Ring","Morellonomicon","Rabadon's Deathcap","Sorcerer's Shoes","void","void","Farsight Alteration"
"Frost Queen's Claim","Enchantment: Alacrity","Blasting Wand","Doran's Ring","Lich Bane","Needlessly Large Rod","Farsight Alteration"
"Corrupting Potion","Zhonya's Hourglass","Morellonomicon","Boots of Speed","void","Doran's Ring","Warding Totem (Trinket)"
"Frost Queen's Claim","Doran's Ring","Ionian Boots of Lucidity","Lich Bane","void","void","Farsight Alteration"
"Rabadon's Deathcap","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Needlessly Large Rod","Amplifying Tome","Warding Totem (Trinket)"
"Ardent Censer","Ionian Boots of Lucidity","Zeke's Harbinger","Eye of the Watchers","Aegis of the Legion","void","Oracle Alteration"
"Frost Queen's Claim","Total Biscuit of Rejuvenation","Sightstone","Ionian Boots of Lucidity","The Dark Seal","void","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Luden's Echo","Sorcerer's Shoes","Total Biscuit of Rejuvenation","Fiendish Codex","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Zeke's Harbinger","Ruby Sightstone","Banner of Command","Ionian Boots of Lucidity","void","Oracle Alteration"
"Doran's Ring","Lich Bane","Morellonomicon","Sorcerer's Shoes","void","void","Warding Totem (Trinket)"
"Doran's Ring","Morellonomicon","deletedItem","Amplifying Tome","Blasting Wand","Needlessly Large Rod","Warding Totem (Trinket)"
"Morellonomicon","void","Doran's Ring","Rod of Ages","Frostfang","Enchantment: Distortion","Warding Totem (Trinket)"
"Doran's Ring","Lich Bane","Morellonomicon","Needlessly Large Rod","Ionian Boots of Lucidity","Blasting Wand","Farsight Alteration"
"Rod of Ages","Doran's Ring","Needlessly Large Rod","Sheen","Ionian Boots of Lucidity","Blasting Wand","Farsight Alteration"
"Doran's Ring","Nashor's Tooth","Boots of Speed","void","Doran's Ring","void","Warding Totem (Trinket)"
"Morellonomicon","Rod of Ages","Ionian Boots of Lucidity","Doran's Ring","Abyssal Scepter","void","Farsight Alteration"
