"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rod of Ages","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Blasting Wand","Doran's Ring","Farsight Alteration","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Amplifying Tome","Corrupting Potion","Ionian Boots of Lucidity","Liandry's Torment","Ruby Crystal","Sightstone","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Haunting Guise","Ruby Crystal","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Doran's Ring","Farsight Alteration","Ionian Boots of Lucidity","Morellonomicon","Needlessly Large Rod","Rylai's Crystal Scepter","Void Staff"
"Boots of Speed","Doran's Ring","Doran's Ring","Frost Queen's Claim","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","void"
"Doran's Ring","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void"
"Morellonomicon","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","Zhonya's Hourglass","deletedItem"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void","void"
"Amplifying Tome","Blasting Wand","Farsight Alteration","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Corrupting Potion","Enchantment: Alacrity","Luden's Echo","Mejai's Soulstealer","Quicksilver Sash","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Oracle Alteration","Ruby Crystal","Sightstone","void"
"Blasting Wand","Doran's Ring","Enchantment: Alacrity","Farsight Alteration","Morellonomicon","Rod of Ages","Rylai's Crystal Scepter"
"Amplifying Tome","Blasting Wand","Liandry's Torment","Morellonomicon","Needlessly Large Rod","Warding Totem (Trinket)","deletedItem"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Amplifying Tome","Blasting Wand","Doran's Ring","Enchantment: Alacrity","Eye of the Watchers","Morellonomicon","Sweeping Lens (Trinket)"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Seeker's Armguard","Sorcerer's Shoes"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Doran's Ring","Doran's Ring","Luden's Echo","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Enchantment: Alacrity","Fiendish Codex","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Blasting Wand","Boots of Mobility","Frost Queen's Claim","Warding Totem (Trinket)","void","void","void"
"Enchantment: Alacrity","Frost Queen's Claim","Oracle Alteration","Rabadon's Deathcap","Rylai's Crystal Scepter","Sightstone","Void Staff"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Needlessly Large Rod","Oracle Alteration","Sightstone"
"Amplifying Tome","Blasting Wand","Boots of Speed","Mejai's Soulstealer","Needlessly Large Rod","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Amplifying Tome","Blasting Wand","Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter"
"Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sightstone","void"
"Boots of Speed","Frost Queen's Claim","Haunting Guise","Warding Totem (Trinket)","void","void","void"
"Boots of Swiftness","Frost Queen's Claim","Null-Magic Mantle","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Blasting Wand","Doran's Ring","Fiendish Codex","Forbidden Idol","Haunting Guise","Sorcerer's Shoes","Warding Totem (Trinket)"
"Doran's Ring","Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Boots of Speed","Ruby Crystal","Spellthief's Edge","Statikk Shiv","Warding Totem (Trinket)","void","void"
"Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Lich Bane","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rabadon's Deathcap","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Luden's Echo","Mercury's Treads","Rylai's Crystal Scepter","Spellthief's Edge","Warding Totem (Trinket)","void","void"
"Frost Queen's Claim","Haunting Guise","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void","void"
"Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass","void","void"
"Amplifying Tome","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Vision Ward"
"Frost Queen's Claim","Morellonomicon","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","Vision Ward"
"Blasting Wand","Boots of Speed","Frost Queen's Claim","Haunting Guise","Warding Totem (Trinket)","void","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard","Sightstone","Warding Totem (Trinket)"
"Chalice of Harmony","Farsight Alteration","Fiendish Codex","Forbidden Idol","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Athene's Unholy Grail","Doran's Ring","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Total Biscuit of Rejuvenation","Warding Totem (Trinket)"
"Amplifying Tome","Doran's Ring","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Giant's Belt","Liandry's Torment","Oracle Alteration","Rabadon's Deathcap","Will of the Ancients","Zhonya's Hourglass","deletedItem"
"Boots of Speed","Frost Queen's Claim","Ruby Crystal","Warding Totem (Trinket)","void","void","void"
"Abyssal Scepter","Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Zeke's Harbinger"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Liandry's Torment","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Warding Totem (Trinket)"
"Aegis of the Legion","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Spellthief's Edge","void"
"Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Seeker's Armguard","Sightstone","Sorcerer's Shoes","Total Biscuit of Rejuvenation"
"Farsight Alteration","Fiendish Codex","Ionian Boots of Lucidity","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff","Zhonya's Hourglass"
"Banner of Command","Enchantment: Distortion","Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Boots of Speed","Frostfang","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void","void","void"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Void Staff"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Oracle Alteration","Sightstone"
"Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Sightstone","Sorcerer's Shoes","Vision Ward","void"
"Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff","Warding Totem (Trinket)","void"
"Amplifying Tome","Frost Queen's Claim","Ruby Crystal","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward","Warding Totem (Trinket)","void"
"Corrupting Potion","Frost Queen's Claim","Haunting Guise","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Sightstone","Void Staff","Warding Totem (Trinket)"
"Liandry's Torment","Morellonomicon","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Banshee's Veil","Boots of Swiftness","Eye of the Watchers","Oracle Alteration","Rylai's Crystal Scepter","void","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void","void"
"Amplifying Tome","Boots of Speed","Fiendish Codex","Frostfang","Ruby Crystal","Sightstone","Warding Totem (Trinket)"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","void"
"Amplifying Tome","Corrupting Potion","Eye of the Watchers","Ionian Boots of Lucidity","Morellonomicon","Rylai's Crystal Scepter","Sweeping Lens (Trinket)"
"Blasting Wand","Doran's Ring","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void"
"Blasting Wand","Doran's Ring","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","Zhonya's Hourglass"
"Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Oracle Alteration","Sightstone","Sorcerer's Shoes","void"
"Amplifying Tome","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Enchantment: Alacrity","Frost Queen's Claim","Haunting Guise","Needlessly Large Rod","Oracle Alteration","Void Staff","void"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Sightstone","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation"
"Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Doran's Ring","Enchantment: Alacrity","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Void Staff"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation"
"Boots of Speed","Frostfang","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","Vision Ward","void"
"Abyssal Scepter","Doran's Ring","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass"
"Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)","void","void"
"Liandry's Torment","Morellonomicon","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Boots of Mobility","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Oracle Alteration","Rylai's Crystal Scepter","void"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Ruby Sightstone","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward"
"Doran's Ring","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","deletedItem"
"Frost Queen's Claim","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)","void","void","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Seeker's Armguard","Sightstone"
"Fiendish Codex","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Tear of the Goddess","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Spectre's Cowl"
"Blasting Wand","Forbidden Idol","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Sightstone","Sorcerer's Shoes"
"Athene's Unholy Grail","Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Zhonya's Hourglass"
"Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Spellthief's Edge","Sweeping Lens (Trinket)","void"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Warding Totem (Trinket)"
"Amplifying Tome","Blasting Wand","Farsight Alteration","Morellonomicon","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Blasting Wand","Haunting Guise","Morellonomicon","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Doran's Ring","Doran's Ring","Morellonomicon","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Liandry's Torment","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)"
"Corrupting Potion","Enchantment: Alacrity","Frost Queen's Claim","Ruby Crystal","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)"
"Eye of the Watchers","Farsight Alteration","Fiendish Codex","Forbidden Idol","Liandry's Torment","Rylai's Crystal Scepter","deletedItem"
"Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Ruby Crystal","Sightstone","Sweeping Lens (Trinket)","void"
"Boots of Speed","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Void Staff","Warding Totem (Trinket)"
"Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","void"
"Boots of Speed","Eye of the Watchers","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zeke's Harbinger","void"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Liandry's Torment","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Boots of Speed","Doran's Ring","Frost Queen's Claim","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void"
"Doran's Ring","Liandry's Torment","Luden's Echo","Oracle Alteration","Rylai's Crystal Scepter","deletedItem","void"
"Boots of Mobility","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","void","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass","void"
"Blasting Wand","Doran's Ring","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Boots of Speed","Frost Queen's Claim","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void","void","void"
"Blasting Wand","Doran's Ring","Doran's Ring","Enchantment: Alacrity","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter"
"Frost Queen's Claim","Refillable Potion","Warding Totem (Trinket)","void","void","void","void"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Quicksilver Sash","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Void Staff","void"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Needlessly Large Rod","Refillable Potion","Warding Totem (Trinket)"
"Doran's Ring","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard","Sorcerer's Shoes","Warding Totem (Trinket)"
"Enchantment: Alacrity","Fiendish Codex","Health Potion","Rabadon's Deathcap","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Luden's Echo","Rylai's Crystal Scepter","Void Staff","Zhonya's Hourglass"
"Aether Wisp","Eye of the Watchers","Morellonomicon","Needlessly Large Rod","Rylai's Crystal Scepter","Sweeping Lens (Trinket)","deletedItem"
"Amplifying Tome","Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter"
"Warding Totem (Trinket)","void","void","void","void","void","void"
"Amplifying Tome","Boots of Speed","Frost Queen's Claim","Sightstone","Warding Totem (Trinket)","void","void"
